Radio Mobile para Windows
Versión 11.6
** Datos del sitio izquierdo **
 Nombre
 Altura de antena (m)
** Datos del sitio de la derecha **
 Nombre
 Altura de antena (m)
** Datos de enlace **
 Frecuencia (GHz)
 Factor de curvatura de la tierra
** Perfil de trayectoria **
 Registros: Distancia(km) Altitud(m) Color(0-15) Altura(m) PérdidaEnlace(dB) [ Latitud(°) Longitud(°) Xmap Ymap AltitudHazRadio(m) Despeje(m) PrimerFresnel(m) Razón ]
Start
Matriz - BS
10,000
Sucursal - SS5
10,000
5,650000
1,333316759
0000,0000	0570,4	15	0	000.0	-00,249683	-079,160622	0383,7	0265,1	0580,4	0010,0
0000,0003	0573,0	15	0	000.0	-00,249686	-079,160622	0383,7	0265,0	0580,4	0007,4	0000,1	0062,04
0000,0005	0573,0	15	0	000.0	-00,249688	-079,160622	0383,7	0265,0	0580,4	0007,4	0000,2	0043,85
0000,0008	0573,0	15	0	000.0	-00,249691	-079,160622	0383,7	0265,0	0580,4	0007,4	0000,2	0035,79
0000,0011	0573,0	15	0	000.0	-00,249693	-079,160623	0383,7	0264,9	0580,4	0007,4	0000,2	0030,98
0000,0013	0573,0	15	0	000.0	-00,249695	-079,160623	0383,7	0264,9	0580,4	0007,4	0000,3	0027,70
0000,0016	0573,0	15	0	000.0	-00,249698	-079,160623	0383,7	0264,9	0580,4	0007,4	0000,3	0025,27
0000,0019	0573,0	15	0	000.0	-00,249700	-079,160624	0383,7	0264,9	0580,4	0007,4	0000,3	0023,38
0000,0021	0573,0	15	0	000.0	-00,249702	-079,160624	0383,7	0264,8	0580,4	0007,4	0000,3	0021,86
0000,0024	0573,0	15	0	000.0	-00,249705	-079,160624	0383,7	0264,8	0580,4	0007,4	0000,4	0020,60
0000,0027	0573,1	15	0	000.0	-00,249707	-079,160624	0383,7	0264,8	0580,3	0007,2	0000,4	0019,27
0000,0030	0573,1	15	0	000.0	-00,249710	-079,160625	0383,7	0264,8	0580,3	0007,2	0000,4	0018,37
0000,0032	0573,1	15	0	000.0	-00,249712	-079,160625	0383,7	0264,7	0580,3	0007,2	0000,4	0017,58
0000,0035	0573,1	15	0	000.0	-00,249714	-079,160625	0383,7	0264,7	0580,3	0007,2	0000,4	0016,88
0000,0038	0573,1	15	0	000.0	-00,249717	-079,160625	0383,7	0264,7	0580,3	0007,2	0000,4	0016,26
0000,0040	0573,1	15	0	000.0	-00,249719	-079,160626	0383,7	0264,6	0580,3	0007,2	0000,5	0015,70
0000,0043	0573,1	15	0	000.0	-00,249722	-079,160626	0383,7	0264,6	0580,3	0007,2	0000,5	0015,19
0000,0046	0573,1	15	0	000.0	-00,249724	-079,160626	0383,7	0264,6	0580,3	0007,2	0000,5	0014,73
0000,0048	0573,1	15	0	000.0	-00,249726	-079,160627	0383,7	0264,6	0580,3	0007,2	0000,5	0014,31
0000,0051	0573,2	15	0	000.0	-00,249729	-079,160627	0383,7	0264,5	0580,3	0007,1	0000,5	0013,73
0000,0054	0573,2	15	0	000.0	-00,249731	-079,160627	0383,7	0264,5	0580,3	0007,1	0000,5	0013,37
0000,0056	0573,2	15	0	000.0	-00,249734	-079,160627	0383,7	0264,5	0580,3	0007,1	0000,5	0013,04
0000,0059	0573,2	15	0	000.0	-00,249736	-079,160628	0383,7	0264,5	0580,3	0007,1	0000,6	0012,74
0000,0062	0573,2	15	0	000.0	-00,249738	-079,160628	0383,7	0264,4	0580,3	0007,1	0000,6	0012,45
0000,0064	0573,2	15	0	000.0	-00,249741	-079,160628	0383,7	0264,4	0580,3	0007,1	0000,6	0012,18
0000,0067	0573,2	15	0	000.0	-00,249743	-079,160629	0383,7	0264,4	0580,3	0007,1	0000,6	0011,93
0000,0070	0573,2	15	0	000.0	-00,249746	-079,160629	0383,7	0264,3	0580,3	0007,1	0000,6	0011,69
0000,0072	0573,2	15	0	000.0	-00,249748	-079,160629	0383,7	0264,3	0580,3	0007,1	0000,6	0011,47
0000,0075	0573,2	15	0	000.0	-00,249750	-079,160629	0383,7	0264,3	0580,3	0007,1	0000,6	0011,26
0000,0078	0573,2	15	0	000.0	-00,249753	-079,160630	0383,7	0264,3	0580,2	0007,0	0000,6	0011,06
0000,0080	0573,3	15	0	000.0	-00,249755	-079,160630	0383,7	0264,2	0580,2	0006,9	0000,6	0010,71
0000,0083	0573,3	15	0	000.0	-00,249758	-079,160630	0383,7	0264,2	0580,2	0006,9	0000,7	0010,53
0000,0086	0573,3	15	0	000.0	-00,249760	-079,160630	0383,7	0264,2	0580,2	0006,9	0000,7	0010,36
0000,0089	0573,3	15	0	000.0	-00,249762	-079,160631	0383,7	0264,1	0580,2	0006,9	0000,7	0010,20
0000,0091	0573,3	15	0	000.0	-00,249765	-079,160631	0383,7	0264,1	0580,2	0006,9	0000,7	0010,04
0000,0094	0573,3	15	0	000.0	-00,249767	-079,160631	0383,7	0264,1	0580,2	0006,9	0000,7	0009,89
0000,0097	0573,3	15	0	000.0	-00,249770	-079,160632	0383,7	0264,1	0580,2	0006,9	0000,7	0009,75
0000,0099	0573,3	15	0	000.0	-00,249772	-079,160632	0383,7	0264,0	0580,2	0006,9	0000,7	0009,61
0000,0102	0573,3	15	0	000.0	-00,249774	-079,160632	0383,7	0264,0	0580,2	0006,9	0000,7	0009,48
0000,0105	0573,3	15	0	000.0	-00,249777	-079,160632	0383,7	0264,0	0580,2	0006,9	0000,7	0009,35
0000,0107	0573,4	15	0	000.0	-00,249779	-079,160633	0383,7	0264,0	0580,2	0006,8	0000,7	0009,09
0000,0110	0573,4	15	0	000.0	-00,249782	-079,160633	0383,7	0263,9	0580,2	0006,8	0000,8	0008,98
0000,0113	0573,5	15	0	000.0	-00,249784	-079,160633	0383,6	0263,9	0580,2	0006,7	0000,8	0008,73
0000,0115	0573,5	15	0	000.0	-00,249786	-079,160633	0383,6	0263,9	0580,2	0006,7	0000,8	0008,63
0000,0118	0573,5	15	0	000.0	-00,249789	-079,160634	0383,6	0263,8	0580,2	0006,7	0000,8	0008,52
0000,0121	0573,5	15	0	000.0	-00,249791	-079,160634	0383,6	0263,8	0580,2	0006,7	0000,8	0008,42
0000,0123	0573,5	15	0	000.0	-00,249793	-079,160634	0383,6	0263,8	0580,2	0006,7	0000,8	0008,33
0000,0126	0573,6	15	0	000.0	-00,249796	-079,160635	0383,6	0263,8	0580,2	0006,6	0000,8	0008,11
0000,0129	0573,6	15	0	000.0	-00,249798	-079,160635	0383,6	0263,7	0580,1	0006,5	0000,8	0008,02
0000,0131	0573,6	15	0	000.0	-00,249801	-079,160635	0383,6	0263,7	0580,1	0006,5	0000,8	0007,93
0000,0134	0573,6	15	0	000.0	-00,249803	-079,160635	0383,6	0263,7	0580,1	0006,5	0000,8	0007,85
0000,0137	0573,6	15	0	000.0	-00,249805	-079,160636	0383,6	0263,7	0580,1	0006,5	0000,8	0007,77
0000,0140	0573,6	15	0	000.0	-00,249808	-079,160636	0383,6	0263,6	0580,1	0006,5	0000,8	0007,69
0000,0142	0573,7	15	0	000.0	-00,249810	-079,160636	0383,6	0263,6	0580,1	0006,4	0000,9	0007,50
0000,0145	0573,7	15	0	000.0	-00,249813	-079,160636	0383,6	0263,6	0580,1	0006,4	0000,9	0007,42
0000,0148	0573,7	15	0	000.0	-00,249815	-079,160637	0383,6	0263,5	0580,1	0006,4	0000,9	0007,35
0000,0150	0573,7	15	0	000.0	-00,249817	-079,160637	0383,6	0263,5	0580,1	0006,4	0000,9	0007,28
0000,0153	0573,7	15	0	000.0	-00,249820	-079,160637	0383,6	0263,5	0580,1	0006,4	0000,9	0007,21
0000,0156	0573,7	15	0	000.0	-00,249822	-079,160638	0383,6	0263,5	0580,1	0006,4	0000,9	0007,14
0000,0158	0573,7	15	0	000.0	-00,249825	-079,160638	0383,6	0263,4	0580,1	0006,4	0000,9	0007,08
0000,0161	0573,8	15	0	000.0	-00,249827	-079,160638	0383,6	0263,4	0580,1	0006,3	0000,9	0006,91
0000,0164	0573,8	15	0	000.0	-00,249829	-079,160638	0383,6	0263,4	0580,1	0006,3	0000,9	0006,85
0000,0166	0573,8	15	0	000.0	-00,249832	-079,160639	0383,6	0263,4	0580,1	0006,3	0000,9	0006,79
0000,0169	0573,8	15	0	000.0	-00,249834	-079,160639	0383,6	0263,3	0580,1	0006,3	0000,9	0006,73
0000,0172	0573,8	15	0	000.0	-00,249837	-079,160639	0383,6	0263,3	0580,1	0006,3	0000,9	0006,67
0000,0174	0573,8	15	0	000.0	-00,249839	-079,160639	0383,6	0263,3	0580,1	0006,3	0000,9	0006,62
0000,0177	0573,9	15	0	000.0	-00,249841	-079,160640	0383,6	0263,2	0580,0	0006,1	0001,0	0006,46
0000,0180	0573,9	15	0	000.0	-00,249844	-079,160640	0383,6	0263,2	0580,0	0006,1	0001,0	0006,40
0000,0182	0573,9	15	0	000.0	-00,249846	-079,160640	0383,6	0263,2	0580,0	0006,1	0001,0	0006,35
0000,0185	0573,9	15	0	000.0	-00,249849	-079,160641	0383,6	0263,2	0580,0	0006,1	0001,0	0006,30
0000,0188	0573,9	15	0	000.0	-00,249851	-079,160641	0383,5	0263,1	0580,0	0006,1	0001,0	0006,25
0000,0190	0573,9	15	0	000.0	-00,249853	-079,160641	0383,5	0263,1	0580,0	0006,1	0001,0	0006,21
0000,0193	0574,0	15	0	000.0	-00,249856	-079,160641	0383,5	0263,1	0580,0	0006,0	0001,0	0006,06
0000,0196	0574,0	15	0	000.0	-00,249858	-079,160642	0383,5	0263,1	0580,0	0006,0	0001,0	0006,01
0000,0199	0574,0	15	0	000.0	-00,249861	-079,160642	0383,5	0263,0	0580,0	0006,0	0001,0	0005,97
0000,0201	0574,0	15	0	000.0	-00,249863	-079,160642	0383,5	0263,0	0580,0	0006,0	0001,0	0005,93
0000,0204	0574,0	15	0	000.0	-00,249865	-079,160643	0383,5	0263,0	0580,0	0006,0	0001,0	0005,88
0000,0207	0574,0	15	0	000.0	-00,249868	-079,160643	0383,5	0262,9	0580,0	0006,0	0001,0	0005,84
0000,0209	0574,0	15	0	000.0	-00,249870	-079,160643	0383,5	0262,9	0580,0	0006,0	0001,0	0005,80
0000,0212	0574,1	15	0	000.0	-00,249872	-079,160643	0383,5	0262,9	0580,0	0005,9	0001,0	0005,66
0000,0215	0574,1	15	0	000.0	-00,249875	-079,160644	0383,5	0262,9	0580,0	0005,9	0001,0	0005,62
0000,0217	0574,1	15	0	000.0	-00,249877	-079,160644	0383,5	0262,8	0580,0	0005,9	0001,1	0005,59
0000,0220	0574,1	15	0	000.0	-00,249880	-079,160644	0383,5	0262,8	0580,0	0005,9	0001,1	0005,55
0000,0223	0574,1	15	0	000.0	-00,249882	-079,160644	0383,5	0262,8	0580,0	0005,9	0001,1	0005,51
0000,0225	0574,1	15	0	000.0	-00,249884	-079,160645	0383,5	0262,8	0580,0	0005,9	0001,1	0005,47
0000,0228	0574,1	15	0	000.0	-00,249887	-079,160645	0383,5	0262,7	0579,9	0005,8	0001,1	0005,44
0000,0231	0574,2	15	0	000.0	-00,249889	-079,160645	0383,5	0262,7	0579,9	0005,7	0001,1	0005,31
0000,0233	0574,2	15	0	000.0	-00,249892	-079,160646	0383,5	0262,7	0579,9	0005,7	0001,1	0005,28
0000,0236	0574,2	15	0	000.0	-00,249894	-079,160646	0383,5	0262,6	0579,9	0005,7	0001,1	0005,24
0000,0239	0574,2	15	0	000.0	-00,249896	-079,160646	0383,5	0262,6	0579,9	0005,7	0001,1	0005,21
0000,0241	0574,2	15	0	000.0	-00,249899	-079,160646	0383,5	0262,6	0579,9	0005,7	0001,1	0005,18
0000,0244	0574,2	15	0	000.0	-00,249901	-079,160647	0383,5	0262,6	0579,9	0005,7	0001,1	0005,15
0000,0247	0574,2	15	0	000.0	-00,249904	-079,160647	0383,5	0262,5	0579,9	0005,7	0001,1	0005,11
0000,0250	0574,2	15	0	000.0	-00,249906	-079,160647	0383,5	0262,5	0579,9	0005,7	0001,1	0005,08
0000,0252	0574,3	15	0	000.0	-00,249908	-079,160647	0383,5	0262,5	0579,9	0005,6	0001,1	0004,96
0000,0255	0574,3	15	0	000.0	-00,249911	-079,160648	0383,5	0262,5	0579,9	0005,6	0001,1	0004,93
0000,0258	0574,3	15	0	000.0	-00,249913	-079,160648	0383,5	0262,4	0579,9	0005,6	0001,1	0004,91
0000,0260	0574,3	15	0	000.0	-00,249916	-079,160648	0383,5	0262,4	0579,9	0005,6	0001,1	0004,88
0000,0263	0574,4	15	0	000.0	-00,249918	-079,160649	0383,4	0262,4	0579,9	0005,5	0001,2	0004,76
0000,0266	0574,4	15	0	000.0	-00,249920	-079,160649	0383,4	0262,3	0579,9	0005,5	0001,2	0004,73
0000,0268	0574,4	15	0	000.0	-00,249923	-079,160649	0383,4	0262,3	0579,9	0005,5	0001,2	0004,71
0000,0271	0574,4	15	0	000.0	-00,249925	-079,160649	0383,4	0262,3	0579,9	0005,5	0001,2	0004,68
